patent_id,citation_sequence,citation_document_number,citation_date,record_name,wipo_kind,citation_category
9416044,3,2008/0276650,2008-11-01,Bookbinder,A1,cited by examiner
8711127,4,2005/0248540,2005-11-01,Newton,A1,cited by examiner
10492102,375,2009/0219170,2009-09-01,Clark et al.,A1,cited by applicant
9876571,458,2013/0314182,2013-11-01,Takeda et al.,A1,cited by applicant
9788113,3,2002/0022453,2002-02-01,Balog et al.,A1,cited by applicant
9656261,127,2009/0255601,2009-10-01,Baeuerle et al.,A1,cited by applicant
11280737,77,2017/0295325,2017-10-01,Yoon et al.,A1,cited by applicant
9016349,9,2004/0209018,2004-10-01,Lookholder,A1,cited by examiner
10116099,40,2011/0117774,2011-05-01,Malloy et al.,A1,cited by applicant
10865125,6,2015/0265953,2015-09-01,Morris,A1,cited by examiner
8171236,8,2004/0193861,2004-09-01,Michaelis,A1,cited by examiner
D712244,19,2008/0142017,2008-06-01,Brain,A1,cited by applicant
10318747,11,2017/0140375,2017-05-01,Kunstel,A1,cited by examiner
8894714,4,2006/0178744,2006-08-01,de Villiers et al.,A1,cited by applicant
9627086,41,2009/0097309,2009-04-01,Mizukami et al.,A1,cited by applicant
9170087,0,2005/0219544,2005-10-01,Chan et al.,A1,cited by examiner
10452151,5,2003/0053659,2003-03-01,Pavlidis et al.,A1,cited by applicant
9458777,0,2009/0250042,2009-10-01,Sujan,A1,cited by examiner
10298398,10,2016/0119415,2016-04-01,Han,A1,cited by examiner
8450013,2,2003/0148182,2003-08-01,Park et al.,A1,cited by applicant
10103801,217,2010/0232539,2010-09-01,Han et al.,A1,cited by applicant
10248294,466,2013/0150004,2013-06-01,Rosen,A1,cited by applicant
10228229,2,2013/0212891,2013-08-01,Mariller et al.,A1,cited by applicant
7770207,4,2002/0104006,2002-08-01,Boate et al.,A1,cited by other
10535600,1,2015/0145055,2015-05-01,Kim,A1,cited by examiner
8142850,0,2004/0231781,2004-11-01,Bao et al.,A1,cited by other
11366506,68,2019/0041969,2019-02-01,Nge et al.,A1,cited by applicant
9248204,6,2002/0159952,2002-10-01,Unger,A1,cited by applicant
7118873,2,2002/0019028,2002-02-01,Chaturvedi et al.,A1,cited by other
10619872,14,2013/0268124,2013-10-01,Matsuoka,A1,cited by examiner
9680851,2,2007/0233735,2007-10-01,Han et al.,A1,cited by applicant
11258584,13,2019/0108364,2019-04-01,Roennow et al.,A1,cited by applicant
D895325,24,2017/0354248,2017-12-01,Cohen et al.,A1,cited by applicant
10150600,35,2013/0114918,2013-05-01,Lyzenga et al.,A1,cited by applicant
7443702,0,2007/0236274,2007-10-01,Huang et al.,A1,cited by examiner
8095900,12,2007/0033560,2007-02-01,Johnston,A1,cited by examiner
10418626,5,2011/0117434,2011-05-01,Ogasawara,A1,cited by examiner
9262635,234,2002/0116627,2002-08-01,Tarbotton et al.,A1,cited by applicant
10397449,7,2014/0368690,2014-12-01,Fukuda,A1,cited by examiner
10569121,30,2011/0009249,2011-01-01,Campanaro et al.,A1,cited by applicant
7194023,1,2002/0106076,2002-08-01,Norrell et al.,A1,cited by other
9859183,63,2014/0327150,2014-11-01,Jung et al.,A1,cited by applicant
D794151,0,2002/0137598,2002-09-01,Publicover,A1,cited by examiner
11121572,0,2013/0169220,2013-07-01,Karner,A1,cited by examiner
10265064,238,2005/0240198,2005-10-01,Albertson et al.,A1,cited by applicant
8796886,9,2012/0262002,2012-10-01,Widmer et al.,A1,cited by applicant
9232012,26,2013/0226669,2013-08-01,Chiang et al.,A1,cited by applicant
8644250,124,2004/0004954,2004-01-01,Terry et al.,A1,cited by applicant
10248802,32,2014/0040371,2014-02-01,Gurevich,A1,cited by examiner
7435933,2,2005/0224337,2005-10-01,Iwasaki et al.,A1,cited by examiner
8608060,5,2002/0148892,2002-10-01,Bardwell,A1,cited by examiner
7882483,3,2005/0125757,2005-06-01,Krishnamurthy,A1,cited by examiner
9971802,25,2007/0174192,2007-07-01,Gladwin et al.,A1,cited by applicant
9835493,0,2004/0086295,2004-05-01,Peng et al.,A1,cited by applicant
10532059,463,2011/0262373,2011-10-01,Umbert,A1,cited by applicant
9997052,6,2015/0317898,2015-11-01,Marsh,A1,cited by applicant
11312452,3,2014/0348593,2014-11-01,Kawahara et al.,A1,cited by applicant
11398424,1,2019/0035716,2019-01-01,Kita,A1,cited by examiner
8698827,3,2002/0135585,2002-09-01,Dye et al.,A1,cited by examiner
7921288,170,2006/0075258,2006-04-01,Adamson et al.,A1,cited by other
11152002,492,2005/0080613,2005-04-01,Colledge et al.,A1,cited by applicant
11089615,0,2009/0240999,2009-09-01,Lee et al.,A1,cited by applicant
11403377,158,2013/0111323,2013-05-01,Taghaddos et al.,A1,cited by applicant
9582234,4,2002/0077711,2002-06-01,Nixon et al.,A1,cited by examiner
10595893,13,2006/0249205,2006-11-01,Shturman et al.,A1,cited by applicant
8291492,49,2008/0086759,2008-04-01,Colson,A1,cited by examiner
10285724,127,2007/0016236,2007-01-01,Beaupre,A1,cited by applicant
11359446,5,2014/0000867,2014-01-01,Andreychuk et al.,A1,cited by applicant
10536236,85,2010/0142961,2010-06-01,Wisseman,A1,cited by applicant
8160328,7,2004/0098063,2004-05-01,Goetz,A1,cited by other
7841944,54,2004/0102244,2004-05-01,Kryuchkov et al.,A1,cited by other
8881478,11,2008/0060296,2008-03-01,Espinosa,A1,cited by applicant
6904060,0,2001/0033564,2001-10-01,Hickman,A1,cited by examiner
9906705,5,2014/0160278,2014-06-01,Benson et al.,A1,cited by examiner
10394118,8,2009/0317730,2009-12-01,Robinson,A1,cited by applicant
10767067,12,2019/0177563,2019-06-01,Nakashima,A1,cited by examiner
10025880,140,2013/0207980,2013-08-01,Ankisettipalli et al.,A1,cited by applicant
8660324,1,2003/0137669,2003-07-01,Rollins et al.,A1,cited by examiner
10013728,83,2008/0201132,2008-08-01,Brown et al.,A1,cited by applicant
10394555,13,2018/0349364,2018-12-01,Arnold,A1,cited by examiner
10290799,76,2009/0231909,2009-09-01,Dieny et al.,A1,cited by applicant
10533303,0,2008/0201045,2008-08-01,Kagoshima,A1,cited by examiner
10711370,1,2008/0251723,2008-10-01,Ward,A1,cited by examiner
9800859,87,2005/0286756,2005-12-01,Hong et al.,A1,cited by applicant
10190976,8,2015/0323449,2015-11-01,Jones,A1,cited by examiner
10690227,78,2017/0121799,2017-05-01,Hofmann et al.,A1,cited by applicant
10092692,61,2007/0027484,2007-02-01,Guzman et al.,A1,cited by applicant
9532308,7,2010/0322173,2010-12-01,Marinier,A1,cited by examiner
9808244,306,2008/0200933,2008-08-01,Bakos et al.,A1,cited by applicant
9286619,79,2010/0138903,2010-06-01,Medvinski,A1,cited by applicant
9463571,21,2008/0097644,2008-04-01,Kaznov,A1,cited by applicant
11403755,0,2009/0292551,2009-11-01,Sirohey et al.,A1,cited by applicant
10794066,0,2002/0129895,2002-09-01,Smith,A1,cited by examiner
9894620,8,2009/0086861,2009-04-01,Yavuz,A1,cited by examiner
7724658,56,2002/0191622,2002-12-01,Zdan,A1,cited by examiner
10842547,18,2003/0199863,2003-10-01,Swanson et al.,A1,cited by applicant
7053117,0,2002/0076733,2002-06-01,Kasibhatla et al.,A1,cited by examiner
10084665,43,2006/0133404,2006-06-01,Zuniga et al.,A1,cited by applicant
8577915,36,2009/0210403,2009-08-01,Reinshmidt et al.,A1,cited by applicant
11328909,829,2012/0171852,2012-07-01,Yuan et al.,A1,cited by applicant
10896390,4,2015/0081450,2015-03-01,Bean,A1,cited by examiner
10802840,26,2006/0129475,2006-06-01,Badenhorst,A1,cited by examiner
7169608,1,2003/0104997,2003-06-01,Black et al.,A1,cited by examiner
11177067,4,2010/0244699,2010-09-01,Dine,A1,cited by examiner
10987464,84,2017/0251982,2017-09-01,Koehler et al.,A1,cited by applicant
11314636,23,2009/0089490,2009-04-01,Ozawa et al.,A1,cited by applicant
10794605,6,2012/0055460,2012-03-01,Lambertson,A1,cited by examiner
9714709,50,2016/0186031,2016-06-01,Zhao et al.,A1,cited by applicant
11382650,86,2007/0208252,2007-09-01,Makower,A1,cited by applicant
6987797,0,2003/0043887,2003-03-01,Hudson,A1,cited by examiner
10485068,176,2008/0164854,2008-07-01,Lys,A1,cited by applicant
10485739,14,2011/0169900,2011-07-01,Annable et al.,A1,cited by applicant
8721664,237,2007/0213770,2007-09-01,Dreyfuss,A1,cited by applicant
10911749,1,2002/0015112,2002-02-01,Nagakubo et al.,A1,cited by applicant
7586935,6,2005/0052465,2005-03-01,Moore et al.,A1,cited by examiner
9990181,116,2015/0357023,2015-12-01,Hush,A1,cited by applicant
9946004,134,2007/0012928,2007-01-01,Peng et al.,A1,cited by applicant
9545338,94,2001/0029363,2001-10-01,Lin,A1,cited by applicant
10311388,89,2014/0324467,2014-10-01,Hayes,A1,cited by applicant
9017725,59,2007/0078077,2007-04-01,Peyman,A1,cited by applicant
9158070,4,2008/0063348,2008-03-01,Kumano et al.,A1,cited by applicant
11102095,31,2008/0091806,2008-04-01,Shen et al.,A1,cited by applicant
11078523,170,2007/0026421,2007-02-01,Sundberg et al.,A1,cited by applicant
10611060,27,2005/0149073,2005-07-01,Arani et al.,A1,cited by applicant
10595737,73,2009/0099469,2009-04-01,Flores,A1,cited by applicant
9949778,15,2006/0235387,2006-10-01,Peterman,A1,cited by applicant
8932331,48,2005/0074495,2005-04-01,Schwartz et al.,A1,cited by applicant
8475515,38,2006/0212105,2006-09-01,Dorn et al.,A1,cited by applicant
8818901,21,2008/0022294,2008-01-01,Perrin et al.,A1,cited by applicant
7505193,25,2003/0143838,2003-07-01,Kozhukh et al.,A1,cited by other
9314232,36,2007/0055374,2007-03-01,"Copf, Jr. et al.",A1,cited by applicant
9426012,92,2002/0077152,2002-06-01,Johnson et al.,A1,cited by applicant
8644948,5,2011/0087306,2011-04-01,Goossen et al.,A1,cited by applicant
8005693,142,2002/0111835,2002-08-01,Hele et al.,A1,cited by other
11278310,8,2006/0212058,2006-09-01,Djordjevic et al.,A1,cited by applicant
9262206,21,2011/0145498,2011-06-01,Taillefer et al.,A1,cited by applicant
10404720,17,2014/0337930,2014-11-01,Hoyos,A1,cited by examiner
11008273,1,2002/0095052,2002-07-01,Muller,A1,cited by examiner
9509406,35,2015/0071642,2015-03-01,Tanaka,A1,cited by examiner
8267964,36,2003/0167072,2003-09-01,Oberlander,A1,cited by other
10164036,7,2008/0251849,2008-10-01,Yamagami,A1,cited by examiner
8361113,255,2003/0176919,2003-09-01,Schmieding,A1,cited by applicant
10349531,11,2011/0311834,2011-12-01,Hanafusa,A1,cited by applicant
10831923,38,2019/0012444,2019-01-01,Lesso et al.,A1,cited by applicant
9960808,321,2012/0091820,2012-04-01,Campanella et al.,A1,cited by applicant
9980729,314,2008/0083808,2008-04-01,Scirica,A1,cited by applicant
11215834,65,2009/0303599,2009-12-01,Levola,A1,cited by applicant
10780454,4,2007/0025807,2007-02-01,Liberatore,A1,cited by examiner
8568487,2,2011/0022049,2011-01-01,Huebner et al.,A1,cited by applicant
10277654,13,2002/0044225,2002-04-01,Rakib,A1,cited by applicant
9383106,5,2007/0271925,2007-11-01,Alkabie,A1,cited by examiner
10675026,966,2018/0064443,2018-03-01,"Shelton, IV et al.",A1,cited by applicant
10372092,26,2014/0316581,2014-10-01,Fadell,A1,cited by examiner
8464741,0,2005/0029369,2005-02-01,Nagaoka et al.,A1,cited by applicant
9355680,0,2002/0039246,2002-04-01,Ding et al.,A1,cited by applicant
11314249,0,2001/0029425,2001-10-01,Myr,A1,cited by applicant
11100349,342,2013/0243264,2013-09-01,Aoki,A1,cited by applicant
D894869,6,2018/0220219,2018-08-01,Karacal,A1,cited by examiner
9133895,0,2008/0142333,2008-06-01,Song,A1,cited by examiner
10593160,26,2003/0220134,2003-11-01,Walker et al.,A1,cited by applicant
9934775,1958,2013/0144616,2013-06-01,Bangalore,A1,cited by applicant
9711655,98,2010/0102312,2010-04-01,Yamazaki et al.,A1,cited by applicant
7744932,58,2005/0020468,2005-01-01,Frantz et al.,A1,cited by other
11348117,70,2012/0259842,2012-10-01,Oman et al.,A1,cited by applicant
10298766,7,2005/0240594,2005-10-01,McCormack et al.,A1,cited by applicant
9440008,10,2005/0251267,2005-11-01,Winterbottom et al.,A1,cited by applicant
9214150,117,2007/0076896,2007-04-01,Hosaka et al.,A1,cited by applicant
8928298,0,2010/0025995,2010-02-01,Lang et al.,A1,cited by examiner
9771507,134,2015/0128505,2015-05-01,Wang et al.,A1,cited by applicant
8993549,55,2009/0060997,2009-03-01,Seitz et al.,A1,cited by applicant
11347296,5,2012/0153856,2012-06-01,Liu et al.,A1,cited by applicant
11222346,18,2007/0208630,2007-09-01,Chatter et al.,A1,cited by applicant
9970843,16,2014/0354443,2014-12-01,Roberson et al.,A1,cited by applicant
11129933,23,2007/0201992,2007-08-01,Mernoe,A1,cited by applicant
10987648,334,2017/0151546,2017-06-01,Peck et al.,A1,cited by applicant
11054645,346,2014/0310075,2014-10-01,Ricci,A1,cited by applicant
10340662,5,2011/0216788,2011-09-01,Oki,A1,cited by examiner
8425617,33,2011/0130841,2011-06-01,Otto et al.,A1,cited by applicant
7836169,3,2007/0214412,2007-09-01,Arquie et al.,A1,cited by examiner
8232441,49,2011/0071326,2011-03-01,Waycuilis,A1,cited by other
9094211,9,2006/0104485,2006-05-01,"Miller, Jr.",A1,cited by applicant
8744360,55,2005/0281321,2005-12-01,Bergstrom,A1,cited by applicant
11244825,1414,2011/0159673,2011-06-01,Hanawa et al.,A1,cited by applicant
9453734,44,2014/0024354,2014-01-01,Haik et al.,A1,cited by examiner
9537105,1,2010/0187977,2010-07-01,Kai et al.,A1,cited by applicant
9607101,47,2011/0035403,2011-02-01,Ismalon,A1,cited by applicant
9749846,26,2013/0204939,2013-08-01,Yajima,A1,cited by examiner
10564856,53,2015/0372597,2015-12-01,Luo,A1,cited by applicant
7809666,3,2005/0246686,2005-11-01,Seshadri et al.,A1,cited by other
8263341,73,2009/0221796,2009-09-01,Zoller et al.,A1,cited by other
10870895,1,2010/0160684,2010-06-01,Deavenport,A1,cited by examiner
11349503,15,2021/0175589,2021-06-01,Patel,A1,cited by examiner
10680653,1,2008/0163025,2008-07-01,Djordjevic,A1,cited by examiner
8657662,252,2008/0153580,2008-06-01,Beadell et al.,A1,cited by applicant
9805168,0,2010/0130878,2010-05-01,Lasso,A1,cited by applicant
11273744,2,2013/0175838,2013-07-01,Oshima et al.,A1,cited by applicant
7962867,41,2002/0157076,2002-10-01,Asakawa,A1,cited by other
9827903,15,2009/0262515,2009-10-01,Lee et al.,A1,cited by applicant
9958349,36,2011/0230068,2011-09-01,Pahl,A1,cited by applicant
9986836,1,2004/0232746,2004-11-01,"Barile, Jr.",A1,cited by examiner
9706323,117,2014/0219483,2014-08-01,Hong,A1,cited by applicant
10447240,5,2012/0062069,2012-03-01,Yamanaka,A1,cited by examiner
10361790,3,2010/0080504,2010-04-01,Shetrit,A1,cited by examiner
9125233,5,2007/0097956,2007-05-01,Okmianski et al.,A1,cited by applicant
8492471,6,2007/0224362,2007-09-01,Briand et al.,A1,cited by applicant
7829053,12,2004/0267077,2004-12-01,Ding et al.,A1,cited by other
9819276,0,2005/0280402,2005-12-01,Nitta et al.,A1,cited by applicant
9937042,361,2013/0030522,2013-01-01,Rowe et al.,A1,cited by applicant
8743703,36,2003/0039212,2003-02-01,Lloyd et al.,A1,cited by applicant
9186942,0,2011/0109061,2011-05-01,Peterson et al.,A1,cited by examiner
8840282,378,2010/0207547,2010-08-01,Koroki et al.,A1,cited by applicant
8922529,7,2004/0160421,2004-08-01,Sullivan,A1,cited by examiner
10002017,3,2009/0307330,2009-12-01,Allen et al.,A1,cited by applicant
10433840,188,2006/0116634,2006-06-01,Shachar,A1,cited by applicant
10340573,467,2014/0254896,2014-09-01,Zhou et al.,A1,cited by applicant
8384826,0,2002/0075959,2002-06-01,Dantwala,A1,cited by applicant
8976069,18,2002/0175866,2002-11-01,Gram,A1,cited by applicant
10861023,66,2011/0055110,2011-03-01,Kolyvanov et al.,A1,cited by applicant
10118099,10,2002/0095586,2002-07-01,Doyle,A1,cited by applicant
9861835,1,2012/0238795,2012-09-01,Bert et al.,A1,cited by applicant
10382925,10,2012/0282956,2012-11-01,Kim et al.,A1,cited by applicant
9898892,0,2004/0005921,2004-01-01,Shinoda,A1,cited by applicant
10925698,214,2018/0078343,2018-03-01,Falkel,A1,cited by applicant
9886082,19,2012/0130658,2012-05-01,Dawley,A1,cited by examiner
9836375,31,2012/0198442,2012-08-01,Kashyap,A1,cited by applicant
8686579,80,2006/0258471,2006-11-01,Briggs et al.,A1,cited by applicant
9549100,6,2013/0121347,2013-05-01,Saito et al.,A1,cited by applicant
10497365,1136,2009/0094029,2009-04-01,Koch et al.,A1,cited by applicant
7067330,2,2003/0206461,2003-11-01,Freitag et al.,A1,cited by other
9553683,2,2002/0190846,2002-12-01,Al-Araji,A1,cited by examiner
7670919,1,2006/0081998,2006-04-01,Zeng et al.,A1,cited by other
9001932,4,2012/0129480,2012-05-01,Ruelke et al.,A1,cited by applicant
8733986,2,2010/0079999,2010-04-01,Schnuckle,A1,cited by examiner
8788878,4,2002/0126849,2002-09-01,Howard et al.,A1,cited by applicant
11048706,387,2014/0032506,2014-01-01,Hoey et al.,A1,cited by applicant
9804618,421,2010/0230465,2010-09-01,Smith et al.,A1,cited by applicant
D653651,2,2006/0269091,2006-11-01,Fan,A1,cited by other
8201229,141,2004/0092310,2004-05-01,Brosnan et al.,A1,cited by other
9453742,23,2006/0088171,2006-04-01,Yeh,A1,cited by applicant
9093136,60,2006/0043377,2006-03-01,Hoffman,A1,cited by applicant
10423948,16,2014/0058939,2014-02-01,Savla,A1,cited by examiner
9108216,3,2008/0314743,2008-12-01,Lee et al.,A1,cited by applicant
9941172,0,2005/0035457,2005-02-01,Tomita et al.,A1,cited by applicant
9029842,9,2009/0284141,2009-11-01,Sakanoue et al.,A1,cited by applicant
9206023,62,2008/0272193,2008-11-01,Silverbrook et al.,A1,cited by applicant
9652440,1,2003/0212712,2003-11-01,Gu et al.,A1,cited by applicant
11179427,13,2010/0284979,2010-11-01,O'Mahoney et al.,A1,cited by applicant
11153266,887,2012/0143383,2012-06-01,Cooperrider et al.,A1,cited by applicant
9574717,231,2004/0062041,2004-04-01,Cross et al.,A1,cited by applicant
9986091,5,2003/0195943,2003-10-01,Bradshaw et al.,A1,cited by applicant
7948901,2,2007/0153672,2007-07-01,Terry et al.,A1,cited by examiner
11450528,98,2016/0013365,2016-01-01,Chun et al.,A1,cited by applicant
11382080,31,2017/0048802,2017-02-01,Bucknell,A1,cited by examiner
10621233,20,2016/0283494,2016-09-01,Krishnaswamy,A1,cited by examiner
11131482,4,2019/0323384,2019-10-01,Uechi et al.,A1,cited by applicant
10675057,42,2014/0053940,2014-02-01,Konstorum et al.,A1,cited by applicant
10442399,31,2008/0097904,2008-04-01,Volchek,A1,cited by applicant
11065138,77,2002/0062146,2002-05-01,Makower et al.,A1,cited by applicant
9021233,1,2008/0288754,2008-11-01,Gonion et al.,A1,cited by applicant
7874808,14,2006/0090255,2006-05-01,Cohen,A1,cited by other
9699779,30,2014/0099939,2014-04-01,Uemura et al.,A1,cited by applicant
9744300,146,2016/0362234,2016-12-01,Peret et al.,A1,cited by applicant
11427101,100,2012/0019204,2012-01-01,Matsuo,A1,cited by applicant
10027013,2,2008/0224707,2008-09-01,Wisler,A1,cited by examiner
9632664,161,2011/0050629,2011-03-01,Homma et al.,A1,cited by applicant
10441369,733,2013/0256377,2013-10-01,Schmid et al.,A1,cited by applicant
7604646,74,2005/0004583,2005-01-01,Oz et al.,A1,cited by other
9910923,6,2007/0239702,2007-10-01,Vassilvitskii et al.,A1,cited by applicant
11369767,16,2017/0189636,2017-07-01,Gibson et al.,A1,cited by applicant
10087522,667,2013/0292676,2013-11-01,Milligan et al.,A1,cited by applicant
10049313,7,2008/0299909,2008-12-01,Sakai,A1,cited by applicant
9358122,12,2005/0288788,2005-12-01,Dougherty-Shah,A1,cited by applicant
10102033,7,2012/0246638,2012-09-01,He,A1,cited by examiner
8527274,129,2008/0140385,2008-06-01,Mahajan et al.,A1,cited by applicant
7565115,9,2002/0086666,2002-07-01,Chen,A1,cited by other
8360447,4,2008/0278043,2008-11-01,Holcomb,A1,cited by examiner
10452623,2,2011/0137966,2011-06-01,Srinivasan,A1,cited by examiner
9838905,41,2011/0069089,2011-03-01,Kopf et al.,A1,cited by applicant
9192500,2,2008/0033522,2008-02-01,Grewe et al.,A1,cited by applicant
8721797,60,2006/0154471,2006-07-01,Minami,A1,cited by applicant
10812598,6,2016/0036983,2016-02-01,Korolev,A1,cited by examiner
9252140,2,2006/0267147,2006-11-01,Ota et al.,A1,cited by examiner
D660919,2,2012/0032393,2012-02-01,Leicht,A1,cited by examiner
10026120,19,2006/0089890,2006-04-01,Campbell,A1,cited by applicant
